transaction_id,user_id,timestamp,amount,transaction_type,country,device_type,is_fraud
TXN00002652,USER00745,2026-08-01 00:06:30.808985,227.16,WALLET,IN,mobile,0
TXN00011875,USER00814,2026-08-01 00:07:35.808985,632.17,NETBANKING,IN,mobile,0
TXN00015707,USER01663,2026-08-01 00:08:29.808985,343.1,UPI,SG,tablet,0
TXN00007384,USER00943,2026-08-01 00:11:28.808985,906.46,UPI,US,tablet,0
TXN00002859,USER01746,2026-08-01 00:14:25.808985,435.07,NETBANKING,SG,tablet,0
TXN00016214,USER01196,2026-08-01 00:16:13.808985,733.28,WALLET,IN,desktop,0
TXN00005544,USER01705,2026-08-01 00:17:31.808985,906.82,NETBANKING,US,tablet,0
TXN00004380,USER00568,2026-08-01 00:19:25.808985,1188.27,CARD,IN,mobile,0
TXN00010215,USER00741,2026-08-01 00:22:22.808985,534.48,UPI,GB,mobile,0
TXN00002283,USER00315,2026-08-01 00:22:33.808985,713.09,WALLET,IN,mobile,0
TXN00017010,USER00357,2026-08-01 00:22:50.808985,234.28,CARD,US,tablet,0
TXN00008349,USER00866,2026-08-01 00:23:00.808985,998.53,NETBANKING,GB,mobile,0
TXN00000482,USER00094,2026-08-01 00:24:02.808985,257.76,CARD,SG,tablet,0
TXN00003548,USER00231,2026-08-01 00:24:53.808985,808.97,UPI,IN,tablet,0
TXN00003684,USER01256,2026-08-01 00:25:29.808985,365.65,NETBANKING,IN,tablet,0
TXN00004990,USER00305,2026-08-01 00:26:55.808985,394.86,UPI,IN,desktop,0
TXN00001974,USER00606,2026-08-01 00:27:03.808985,746.0,NETBANKING,IN,mobile,0
TXN00005601,USER01759,2026-08-01 00:29:43.808985,1144.06,UPI,IN,mobile,0
TXN00007931,USER00534,2026-08-01 00:31:32.808985,482.46,UPI,IN,mobile,0
TXN00006761,USER00338,2026-08-01 00:34:13.808985,552.58,UPI,IN,mobile,0
TXN00004856,USER00072,2026-08-01 00:34:16.808985,928.59,UPI,IN,tablet,0
TXN00007385,USER00174,2026-08-01 00:35:42.808985,802.74,CARD,US,desktop,0
TXN00014156,USER00137,2026-08-01 00:38:56.808985,595.49,WALLET,IN,mobile,0
TXN00011341,USER01147,2026-08-01 00:41:16.808985,1122.51,WALLET,IN,desktop,0
TXN00004361,USER01507,2026-08-01 00:44:00.808985,428.5,WALLET,IN,mobile,0
TXN00015474,USER01702,2026-08-01 00:49:41.808985,672.34,UPI,IN,tablet,0
TXN00012151,USER00842,2026-08-01 00:51:45.808985,471.79,CARD,IN,desktop,0
TXN00003735,USER00304,2026-08-01 01:01:38.808985,1167.07,NETBANKING,IN,mobile,0
TXN00019170,USER00313,2026-08-01 01:02:31.808985,916.45,CARD,IN,desktop,0
TXN00009310,USER01579,2026-08-01 01:05:15.808985,957.36,NETBANKING,GB,tablet,0
TXN00011399,USER00129,2026-08-01 01:07:43.808985,553.3,NETBANKING,IN,mobile,0
TXN00018391,USER01804,2026-08-01 01:17:27.808985,597.63,CARD,IN,mobile,0
TXN00007562,USER00044,2026-08-01 01:22:06.808985,851.59,WALLET,IN,tablet,0
TXN00014764,USER00449,2026-08-01 01:23:50.808985,607.55,NETBANKING,IN,mobile,0
TXN00011265,USER01792,2026-08-01 01:24:15.808985,752.15,WALLET,US,desktop,0
TXN00001186,USER01866,2026-08-01 01:26:02.808985,1010.53,NETBANKING,IN,mobile,0
TXN00013362,USER01089,2026-08-01 01:26:40.808985,1196.97,UPI,IN,mobile,0
TXN00019119,USER01500,2026-08-01 01:31:14.808985,361.76,CARD,SG,mobile,0
TXN00005033,USER00662,2026-08-01 01:34:34.808985,587.46,UPI,IN,mobile,0
TXN00001448,USER00913,2026-08-01 01:41:37.808985,629.76,CARD,IN,tablet,0
TXN00018877,USER00677,2026-08-01 01:45:54.808985,773.65,UPI,SG,tablet,0
TXN00004716,USER01038,2026-08-01 01:48:42.808985,507.75,CARD,IN,mobile,0
TXN00005562,USER01388,2026-08-01 01:52:24.808985,90.64,WALLET,IN,mobile,0
TXN00018734,USER00192,2026-08-01 01:53:16.808985,709.43,UPI,SG,mobile,0
TXN00012349,USER01228,2026-08-01 01:53:53.808985,1239.11,CARD,IN,desktop,0
TXN00013218,USER00438,2026-08-01 01:55:39.808985,935.72,NETBANKING,US,tablet,0
TXN00014222,USER01206,2026-08-01 01:55:46.808985,853.34,NETBANKING,US,desktop,1
TXN00006638,USER00500,2026-08-01 01:58:22.808985,632.47,CARD,IN,tablet,0
TXN00002182,USER01672,2026-08-01 02:00:41.808985,782.84,NETBANKING,IN,tablet,0
TXN00002972,USER00301,2026-08-01 02:00:55.808985,796.72,NETBANKING,IN,tablet,0
TXN00000049,USER01727,2026-08-01 02:02:44.808985,275.35,UPI,IN,tablet,0
TXN00008629,USER01988,2026-08-01 02:05:19.808985,1381.61,UPI,IN,tablet,0
TXN00006753,USER00821,2026-08-01 02:06:51.808985,687.91,NETBANKING,IN,mobile,0
TXN00003811,USER01901,2026-08-01 02:08:38.808985,278.53,NETBANKING,IN,mobile,0
TXN00004478,USER01048,2026-08-01 02:10:24.808985,437.04,NETBANKING,IN,tablet,0
TXN00013659,USER00432,2026-08-01 02:10:34.808985,623.9,WALLET,IN,tablet,0
TXN00018097,USER00081,2026-08-01 02:12:50.808985,1122.08,CARD,US,tablet,0
TXN00017681,USER01421,2026-08-01 02:14:05.808985,1388.05,CARD,SG,mobile,0
TXN00008739,USER00208,2026-08-01 02:15:05.808985,1303.94,WALLET,IN,desktop,0
TXN00000651,USER01631,2026-08-01 02:15:25.808985,444.52,CARD,IN,mobile,0
TXN00004525,USER01010,2026-08-01 02:15:40.808985,930.5411288850204,UPI,IN,desktop,1
TXN00000932,USER01212,2026-08-01 02:19:06.808985,669.42,WALLET,IN,mobile,0
TXN00005184,USER00066,2026-08-01 02:19:12.808985,401.96,CARD,SG,desktop,1
TXN00002381,USER01682,2026-08-01 02:21:28.808985,1030.35,UPI,IN,tablet,0
TXN00014939,USER01227,2026-08-01 02:23:43.808985,474.28,CARD,IN,tablet,0
TXN00018622,USER01710,2026-08-01 02:26:49.808985,1541.92,WALLET,IN,desktop,0
TXN00019295,USER01310,2026-08-01 02:27:44.808985,360.2,WALLET,IN,desktop,0
TXN00006219,USER01897,2026-08-01 02:30:15.808985,138.51,NETBANKING,SG,desktop,0
TXN00009397,USER00411,2026-08-01 02:37:00.808985,1428.69,WALLET,IN,tablet,0
TXN00015312,USER00275,2026-08-01 02:37:58.808985,1097.75,UPI,US,desktop,0
TXN00001497,USER00445,2026-08-01 02:38:07.808985,432.54,CARD,IN,tablet,1
TXN00004731,USER00720,2026-08-01 02:38:29.808985,223.05,UPI,US,tablet,0
TXN00002723,USER01373,2026-08-01 02:49:21.808985,644.45,WALLET,IN,desktop,0
TXN00007534,USER00818,2026-08-01 02:52:23.808985,244.49,UPI,US,desktop,0
TXN00009052,USER00864,2026-08-01 02:52:41.808985,971.37,NETBANKING,IN,tablet,0
TXN00007587,USER00157,2026-08-01 02:52:50.808985,611.98,CARD,IN,mobile,0
TXN00013656,USER00511,2026-08-01 02:53:36.808985,774.56,CARD,IN,mobile,0
TXN00011912,USER00395,2026-08-01 02:55:13.808985,533.69,NETBANKING,IN,desktop,0
TXN00016080,USER01488,2026-08-01 02:56:22.808985,434.88,WALLET,IN,mobile,0
TXN00002443,USER01843,2026-08-01 03:01:14.808985,510.62,NETBANKING,IN,tablet,0
TXN00011470,USER00917,2026-08-01 03:03:51.808985,380.41,NETBANKING,IN,mobile,1
TXN00015771,USER00935,2026-08-01 03:04:18.808985,1357.57,WALLET,IN,desktop,0
TXN00010342,USER01833,2026-08-01 03:06:30.808985,1972.5586444773742,NETBANKING,US,mobile,1
TXN00000174,USER00323,2026-08-01 03:08:34.808985,1423.88,WALLET,IN,tablet,0
TXN00007586,USER01665,2026-08-01 03:08:51.808985,972.71,UPI,SG,desktop,0
TXN00000936,USER00078,2026-08-01 03:09:18.808985,476.74,UPI,SG,tablet,0
TXN00010493,USER01897,2026-08-01 03:10:12.808985,59.92,NETBANKING,SG,desktop,0
TXN00019807,USER01859,2026-08-01 03:15:51.808985,173.57,NETBANKING,IN,desktop,0
TXN00013886,USER00041,2026-08-01 03:17:54.808985,1246.37,CARD,IN,desktop,0
TXN00017968,USER01495,2026-08-01 03:18:23.808985,593.98,WALLET,IN,desktop,0
TXN00006844,USER01272,2026-08-01 03:21:05.808985,1378.91,UPI,IN,mobile,0
TXN00007648,USER01603,2026-08-01 03:25:16.808985,127.06,NETBANKING,SG,tablet,0
TXN00015391,USER01931,2026-08-01 03:28:09.808985,1005.82,UPI,GB,mobile,0
TXN00013353,USER00830,2026-08-01 03:28:10.808985,206.52,NETBANKING,GB,mobile,0
TXN00015166,USER00337,2026-08-01 03:31:24.808985,300.11,UPI,IN,tablet,0
TXN00008158,USER00562,2026-08-01 03:32:51.808985,424.63,CARD,IN,desktop,0
TXN00004722,USER00657,2026-08-01 03:38:28.808985,84.65,NETBANKING,IN,tablet,1
TXN00015396,USER00564,2026-08-01 03:40:03.808985,746.5,WALLET,SG,tablet,0
TXN00013377,USER01354,2026-08-01 03:40:11.808985,1043.83,UPI,IN,desktop,0
TXN00001119,USER00563,2026-08-01 03:42:01.808985,402.12,UPI,US,desktop,0
TXN00013066,USER00006,2026-08-01 03:47:49.808985,143.88,UPI,IN,mobile,0
TXN00016460,USER00597,2026-08-01 03:51:13.808985,644.09,NETBANKING,GB,mobile,0
TXN00011170,USER01407,2026-08-01 03:53:34.808985,373.92,WALLET,IN,tablet,0
TXN00015121,USER00362,2026-08-01 03:54:20.808985,744.18,CARD,GB,desktop,0
TXN00009191,USER01332,2026-08-01 03:55:08.808985,811.47,NETBANKING,GB,desktop,0
TXN00013153,USER01366,2026-08-01 03:59:09.808985,135.86,NETBANKING,US,desktop,0
TXN00001524,USER01874,2026-08-01 04:00:36.808985,650.43,WALLET,IN,tablet,0
TXN00002390,USER01715,2026-08-01 04:00:51.808985,148.26,CARD,US,mobile,0
TXN00018541,USER00989,2026-08-01 04:02:30.808985,124.01,CARD,IN,tablet,0
TXN00006012,USER01427,2026-08-01 04:06:14.808985,991.01,WALLET,IN,mobile,0
TXN00004165,USER00821,2026-08-01 04:14:03.808985,5499.863936839421,NETBANKING,IN,mobile,1
TXN00019101,USER00704,2026-08-01 04:18:54.808985,222.24,WALLET,SG,tablet,0
TXN00007578,USER01881,2026-08-01 04:21:28.808985,645.62,WALLET,SG,tablet,0
TXN00000099,USER00491,2026-08-01 04:21:39.808985,527.87,CARD,IN,mobile,0
TXN00019672,USER00296,2026-08-01 04:22:36.808985,472.48,NETBANKING,SG,mobile,0
TXN00011224,USER00275,2026-08-01 04:23:03.808985,3889.9083407223093,UPI,US,desktop,1
TXN00002492,USER00642,2026-08-01 04:27:50.808985,480.27,UPI,IN,desktop,0
TXN00016626,USER01234,2026-08-01 04:32:21.808985,1353.86,CARD,SG,tablet,0
TXN00017500,USER00005,2026-08-01 04:36:19.808985,1183.77,CARD,IN,desktop,0
TXN00003763,USER01254,2026-08-01 04:39:47.808985,214.29,UPI,IN,mobile,0
TXN00017976,USER00184,2026-08-01 04:41:44.808985,246.53,NETBANKING,GB,desktop,0
TXN00003427,USER01627,2026-08-01 04:47:52.808985,678.5,CARD,IN,unknown,1
TXN00017259,USER00453,2026-08-01 04:51:39.808985,715.44,UPI,IN,desktop,0
TXN00011712,USER00853,2026-08-01 04:52:41.808985,1021.43,CARD,IN,desktop,0
TXN00012715,USER00011,2026-08-01 04:55:36.808985,426.93,UPI,IN,tablet,0
TXN00017538,USER00697,2026-08-01 04:55:47.808985,1210.26,WALLET,US,mobile,0
TXN00003494,USER01598,2026-08-01 04:58:49.808985,393.01,NETBANKING,US,mobile,1
TXN00000168,USER01984,2026-08-01 05:00:40.808985,601.94,CARD,GB,desktop,0
TXN00005399,USER01461,2026-08-01 05:01:58.808985,723.87,NETBANKING,IN,desktop,0
TXN00014722,USER00196,2026-08-01 05:06:03.808985,782.0,WALLET,IN,tablet,0
TXN00016798,USER00792,2026-08-01 05:06:59.808985,493.77,WALLET,IN,mobile,0
TXN00000159,USER01849,2026-08-01 05:11:18.808985,840.62,UPI,SG,tablet,0
TXN00002597,USER01426,2026-08-01 05:12:04.808985,786.74,NETBANKING,IN,tablet,0
TXN00016126,USER00338,2026-08-01 05:15:59.808985,433.63,UPI,IN,mobile,0
TXN00001584,USER01315,2026-08-01 05:18:04.808985,53.02,WALLET,SG,desktop,0
TXN00017192,USER00783,2026-08-01 05:20:04.808985,1221.92,CARD,IN,tablet,0
TXN00015798,USER00830,2026-08-01 05:22:43.808985,199.01,NETBANKING,GB,mobile,0
TXN00000123,USER01450,2026-08-01 05:27:58.808985,532.27,NETBANKING,SG,tablet,0
TXN00012727,USER00135,2026-08-01 05:31:01.808985,700.18,NETBANKING,GB,desktop,0
TXN00017088,USER00778,2026-08-01 05:31:57.808985,589.9,UPI,SG,tablet,0
TXN00017290,USER01228,2026-08-01 05:36:24.808985,1352.05,CARD,IN,desktop,0
TXN00012730,USER01314,2026-08-01 05:36:55.808985,982.44,WALLET,IN,mobile,0
TXN00009736,USER00746,2026-08-01 05:38:17.808985,391.06,CARD,IN,tablet,0
TXN00001366,USER01323,2026-08-01 05:48:09.808985,1127.44,NETBANKING,SG,mobile,0
TXN00018284,USER01273,2026-08-01 05:51:31.808985,241.81,CARD,IN,desktop,0
TXN00004594,USER01215,2026-08-01 05:55:20.808985,595.78,NETBANKING,US,desktop,0
TXN00001883,USER01882,2026-08-01 05:56:47.808985,477.58,NETBANKING,IN,tablet,0
TXN00018293,USER01928,2026-08-01 05:58:54.808985,243.28,CARD,IN,desktop,0
TXN00008738,USER00769,2026-08-01 05:58:56.808985,978.07,NETBANKING,GB,desktop,0
TXN00012900,USER00069,2026-08-01 05:59:30.808985,1294.16,UPI,GB,mobile,0
TXN00001873,USER01650,2026-08-01 06:01:48.808985,312.83,CARD,US,tablet,0
TXN00010802,USER00488,2026-08-01 06:02:46.808985,759.48,NETBANKING,US,mobile,0
TXN00015281,USER00705,2026-08-01 06:03:19.808985,635.3,WALLET,IN,mobile,0
TXN00007542,USER01819,2026-08-01 06:04:11.808985,155.93,CARD,IN,desktop,0
TXN00012846,USER00732,2026-08-01 06:13:13.808985,423.09,WALLET,IN,tablet,0
TXN00018191,USER00654,2026-08-01 06:16:52.808985,931.55,WALLET,SG,mobile,0
TXN00010853,USER01601,2026-08-01 06:18:12.808985,185.01,NETBANKING,SG,mobile,0
TXN00015155,USER00370,2026-08-01 06:21:16.808985,137.34,NETBANKING,SG,mobile,0
TXN00000532,USER00147,2026-08-01 06:21:24.808985,1757.35,WALLET,IN,tablet,0
TXN00013911,USER00128,2026-08-01 06:21:37.808985,119.05,NETBANKING,IN,desktop,0
TXN00019690,USER00547,2026-08-01 06:23:17.808985,268.25,WALLET,IN,tablet,0
TXN00010123,USER00833,2026-08-01 06:23:50.808985,175.26,UPI,IN,desktop,0
TXN00009685,USER00999,2026-08-01 06:29:57.808985,125.45,WALLET,IN,desktop,0
TXN00008548,USER01696,2026-08-01 06:31:45.808985,1017.14,UPI,US,mobile,0
TXN00015594,USER01922,2026-08-01 06:33:27.808985,320.15,UPI,IN,mobile,0
TXN00017549,USER01633,2026-08-01 06:37:54.808985,795.1,UPI,US,mobile,0
TXN00004790,USER01489,2026-08-01 06:38:25.808985,315.04,WALLET,IN,desktop,0
TXN00010414,USER00553,2026-08-01 06:38:48.808985,515.48,NETBANKING,SG,tablet,0
TXN00002083,USER01969,2026-08-01 06:39:22.808985,580.44,CARD,SG,desktop,0
TXN00001217,USER00150,2026-08-01 06:40:37.808985,1149.18,UPI,IN,tablet,0
TXN00019001,USER00144,2026-08-01 06:41:48.808985,236.34,UPI,GB,mobile,0
TXN00014531,USER00062,2026-08-01 06:41:59.808985,621.5,CARD,IN,tablet,0
TXN00005276,USER01500,2026-08-01 06:42:54.808985,255.02,CARD,SG,mobile,0
TXN00000820,USER01140,2026-08-01 06:45:22.808985,327.59,UPI,IN,desktop,0
TXN00006737,USER00320,2026-08-01 06:46:45.808985,83.81,WALLET,SG,tablet,0
TXN00017738,USER01466,2026-08-01 06:47:42.808985,1366.51,NETBANKING,IN,mobile,0
TXN00003365,USER01907,2026-08-01 06:50:21.808985,578.11,UPI,SG,desktop,0
TXN00004131,USER00682,2026-08-01 06:50:48.808985,792.24,UPI,GB,mobile,0
TXN00014827,USER01185,2026-08-01 06:52:57.808985,569.26,NETBANKING,GB,mobile,0
TXN00018416,USER00769,2026-08-01 06:54:08.808985,366.81,NETBANKING,GB,desktop,0
TXN00003566,USER00349,2026-08-01 06:54:23.808985,871.74,WALLET,GB,desktop,0
TXN00011700,USER01150,2026-08-01 06:56:39.808985,366.83,CARD,IN,mobile,0
TXN00005436,USER00002,2026-08-01 06:58:56.808985,799.33,CARD,US,tablet,0
TXN00000509,USER01165,2026-08-01 07:02:48.808985,575.44,UPI,IN,mobile,0
TXN00001461,USER01109,2026-08-01 07:04:34.808985,1060.38,UPI,IN,desktop,0
TXN00014353,USER01636,2026-08-01 07:11:25.808985,343.47,NETBANKING,IN,desktop,0
TXN00009638,USER00705,2026-08-01 07:14:56.808985,732.55,WALLET,IN,mobile,0
TXN00001594,USER00765,2026-08-01 07:18:10.808985,508.45,WALLET,IN,desktop,0
TXN00001991,USER00082,2026-08-01 07:19:28.808985,1459.06,UPI,IN,desktop,0
TXN00009749,USER00606,2026-08-01 07:26:03.808985,808.36,NETBANKING,IN,mobile,0
TXN00005412,USER00552,2026-08-01 07:30:52.808985,454.9,CARD,IN,mobile,0
TXN00019825,USER01757,2026-08-01 07:31:30.808985,458.7,UPI,US,tablet,0
TXN00005553,USER00176,2026-08-01 07:34:43.808985,641.75,WALLET,GB,mobile,0
TXN00003423,USER00959,2026-08-01 07:35:39.808985,1621.44,CARD,IN,mobile,0
TXN00005146,USER00475,2026-08-01 07:35:57.808985,208.94,NETBANKING,IN,mobile,0
TXN00011105,USER00133,2026-08-01 07:36:27.808985,1007.5725547059867,NETBANKING,IN,desktop,1
TXN00012044,USER01443,2026-08-01 07:42:47.808985,301.33,CARD,IN,mobile,0
TXN00007391,USER01771,2026-08-01 07:47:09.808985,1030.52,CARD,IN,tablet,0
TXN00015220,USER00533,2026-08-01 07:47:12.808985,1181.31,WALLET,IN,tablet,0
TXN00011890,USER00808,2026-08-01 07:48:17.808985,1547.6,NETBANKING,IN,mobile,0
TXN00014652,USER00005,2026-08-01 07:53:46.808985,923.78,CARD,IN,desktop,0
TXN00002158,USER00982,2026-08-01 07:55:08.808985,45.5,WALLET,US,desktop,0
TXN00014337,USER00672,2026-08-01 07:56:22.808985,179.87,NETBANKING,IN,desktop,0
TXN00006073,USER00020,2026-08-01 08:00:33.808985,931.34,WALLET,GB,tablet,0
TXN00015350,USER00554,2026-08-01 08:02:30.808985,740.24,CARD,GB,desktop,0
TXN00011521,USER01434,2026-08-01 08:02:49.808985,415.05,UPI,IN,tablet,0
TXN00015658,USER00383,2026-08-01 08:10:02.808985,1219.67,NETBANKING,GB,tablet,0
TXN00015075,USER00986,2026-08-01 08:10:41.808985,626.19,CARD,IN,desktop,0
TXN00014037,USER01847,2026-08-01 08:11:02.808985,794.35,CARD,GB,desktop,0
TXN00017831,USER01661,2026-08-01 08:12:41.808985,844.89,WALLET,IN,tablet,0
TXN00009612,USER01772,2026-08-01 08:15:13.808985,193.3,NETBANKING,SG,desktop,0
TXN00018701,USER01661,2026-08-01 08:19:44.808985,658.92,WALLET,IN,tablet,0
TXN00010852,USER00325,2026-08-01 08:24:53.808985,1378.7,CARD,IN,mobile,0
TXN00004037,USER00534,2026-08-01 08:25:48.808985,1166.73,UPI,IN,mobile,0
TXN00005239,USER00889,2026-08-01 08:29:20.808985,1261.85,WALLET,IN,desktop,0
TXN00003947,USER01321,2026-08-01 08:30:19.808985,603.45,NETBANKING,IN,mobile,0
TXN00008186,USER00853,2026-08-01 08:30:24.808985,890.75,CARD,IN,desktop,0
TXN00011994,USER01227,2026-08-01 08:32:51.808985,497.66,CARD,IN,tablet,0
TXN00011167,USER01704,2026-08-01 08:33:39.808985,755.96,NETBANKING,IN,desktop,0
TXN00009636,USER00133,2026-08-01 08:39:55.808985,121.48,NETBANKING,IN,desktop,0
TXN00002304,USER01156,2026-08-01 08:41:18.808985,461.46,UPI,GB,tablet,0
TXN00012579,USER00592,2026-08-01 08:46:22.808985,465.38,NETBANKING,GB,desktop,0
TXN00001436,USER00230,2026-08-01 08:49:36.808985,861.44,NETBANKING,SG,mobile,0
TXN00017499,USER01237,2026-08-01 08:52:07.808985,330.29,UPI,GB,mobile,0
TXN00016200,USER01172,2026-08-01 08:55:12.808985,693.38,UPI,IN,desktop,0
TXN00012339,USER01399,2026-08-01 08:57:13.808985,1030.03,WALLET,SG,mobile,0
TXN00000947,USER00309,2026-08-01 08:57:41.808985,241.08,NETBANKING,SG,tablet,0
TXN00006162,USER00637,2026-08-01 08:58:28.808985,567.49,UPI,GB,tablet,0
TXN00013257,USER00571,2026-08-01 09:02:41.808985,473.43,UPI,IN,desktop,0
TXN00003594,USER00565,2026-08-01 09:07:11.808985,258.49,NETBANKING,US,tablet,0
TXN00002727,USER00300,2026-08-01 09:08:48.808985,1439.06,NETBANKING,SG,desktop,0
TXN00017154,USER00182,2026-08-01 09:11:51.808985,170.78,NETBANKING,GB,desktop,0
TXN00009799,USER01117,2026-08-01 09:17:01.808985,367.54,WALLET,SG,desktop,0
TXN00000352,USER00852,2026-08-01 09:25:05.808985,632.5,UPI,SG,tablet,0
TXN00001316,USER01788,2026-08-01 09:26:10.808985,960.2,CARD,IN,mobile,0
TXN00002095,USER01163,2026-08-01 09:26:17.808985,1131.86,WALLET,IN,tablet,0
TXN00008174,USER01306,2026-08-01 09:29:15.808985,622.42,CARD,IN,mobile,0
TXN00007545,USER01893,2026-08-01 09:29:28.808985,336.51,UPI,SG,desktop,0
TXN00004129,USER00568,2026-08-01 09:33:35.808985,732.32,CARD,IN,mobile,0
TXN00014894,USER00335,2026-08-01 09:40:12.808985,299.99,CARD,IN,desktop,0
TXN00019617,USER01575,2026-08-01 09:45:21.808985,683.67,CARD,US,desktop,0
TXN00001801,USER01541,2026-08-01 09:45:55.808985,1445.85,NETBANKING,IN,desktop,0
TXN00014201,USER00648,2026-08-01 09:48:05.808985,1173.57,CARD,US,mobile,0
TXN00019146,USER01951,2026-08-01 10:00:28.808985,898.64,UPI,IN,mobile,0
TXN00010624,USER01285,2026-08-01 10:02:19.808985,393.22,CARD,GB,tablet,0
TXN00002927,USER00475,2026-08-01 10:06:42.808985,236.72,NETBANKING,IN,mobile,0
TXN00016187,USER01638,2026-08-01 10:08:34.808985,887.52,WALLET,US,desktop,0
TXN00011776,USER00390,2026-08-01 10:10:31.808985,256.63,CARD,GB,desktop,0
TXN00010161,USER01263,2026-08-01 10:11:49.808985,1241.21,NETBANKING,US,mobile,0
TXN00010884,USER00042,2026-08-01 10:14:09.808985,1123.26,CARD,IN,mobile,0
TXN00004185,USER00797,2026-08-01 10:15:54.808985,273.77,UPI,IN,mobile,0
TXN00009916,USER01345,2026-08-01 10:17:08.808985,968.82,UPI,IN,mobile,0
TXN00012564,USER00034,2026-08-01 10:18:34.808985,927.08,NETBANKING,IN,tablet,0
TXN00004212,USER00452,2026-08-01 10:24:06.808985,1075.21,WALLET,IN,tablet,0
TXN00008964,USER00539,2026-08-01 10:24:39.808985,214.9,NETBANKING,SG,mobile,0
TXN00005880,USER01393,2026-08-01 10:28:24.808985,1022.56,CARD,IN,desktop,0
TXN00012293,USER01731,2026-08-01 10:28:58.808985,195.23,WALLET,IN,mobile,0
TXN00000725,USER00454,2026-08-01 10:31:35.808985,1410.72,NETBANKING,US,tablet,0
TXN00004222,USER00688,2026-08-01 10:31:55.808985,1353.47,UPI,SG,tablet,0
TXN00002827,USER01314,2026-08-01 10:33:01.808985,1407.68,WALLET,IN,mobile,0
TXN00013383,USER00791,2026-08-01 10:34:25.808985,1085.28,NETBANKING,GB,tablet,0
TXN00001698,USER00299,2026-08-01 10:35:05.808985,602.42,NETBANKING,IN,desktop,0
TXN00010975,USER00316,2026-08-01 10:35:09.808985,325.07,WALLET,SG,tablet,0
TXN00009906,USER00983,2026-08-01 10:36:15.808985,1209.87,CARD,IN,desktop,0
TXN00013946,USER01492,2026-08-01 10:37:26.808985,233.81,NETBANKING,IN,tablet,0
TXN00019134,USER00356,2026-08-01 10:38:23.808985,301.69,UPI,IN,tablet,0
TXN00011815,USER00360,2026-08-01 10:38:55.808985,1004.82,NETBANKING,IN,mobile,0
TXN00001903,USER01742,2026-08-01 10:39:32.808985,225.32,UPI,IN,unknown,1
TXN00003398,USER00657,2026-08-01 10:40:18.808985,218.46,NETBANKING,IN,tablet,0
TXN00012260,USER01277,2026-08-01 10:45:04.808985,1087.48,WALLET,IN,tablet,0
TXN00006251,USER00667,2026-08-01 10:51:15.808985,517.22,UPI,GB,mobile,0
TXN00015695,USER00368,2026-08-01 10:52:01.808985,266.89,NETBANKING,IN,tablet,0
TXN00016481,USER01496,2026-08-01 10:52:58.808985,87.93,UPI,IN,desktop,0
TXN00016085,USER01538,2026-08-01 10:53:00.808985,1505.32,NETBANKING,GB,desktop,0
TXN00016904,USER00438,2026-08-01 10:53:18.808985,1179.49,NETBANKING,US,tablet,0
TXN00000071,USER01222,2026-08-01 10:53:18.808985,996.05,UPI,IN,desktop,0
TXN00016878,USER00704,2026-08-01 10:54:34.808985,136.6,WALLET,SG,tablet,0
TXN00000778,USER01528,2026-08-01 10:55:25.808985,992.62,NETBANKING,US,mobile,0
TXN00004821,USER00611,2026-08-01 10:57:04.808985,198.66,NETBANKING,IN,mobile,0
TXN00013183,USER00783,2026-08-01 10:57:06.808985,1009.6,CARD,IN,tablet,0
TXN00009215,USER01258,2026-08-01 11:00:22.808985,544.97,UPI,SG,tablet,0
TXN00009400,USER01036,2026-08-01 11:01:48.808985,910.52,NETBANKING,IN,desktop,0
TXN00008640,USER01502,2026-08-01 11:03:10.808985,702.89,WALLET,IN,desktop,0
TXN00008434,USER00453,2026-08-01 11:06:55.808985,467.0,UPI,IN,desktop,0
TXN00001460,USER00706,2026-08-01 11:09:32.808985,567.03,WALLET,IN,desktop,0
TXN00003245,USER00196,2026-08-01 11:11:48.808985,1134.96,WALLET,IN,tablet,0
TXN00002436,USER00987,2026-08-01 11:14:56.808985,983.05,UPI,SG,tablet,0
TXN00017747,USER00496,2026-08-01 11:17:32.808985,378.02,NETBANKING,IN,desktop,0
TXN00009788,USER01018,2026-08-01 11:17:47.808985,723.1,UPI,IN,tablet,0
TXN00016707,USER00638,2026-08-01 11:18:43.808985,549.13,NETBANKING,US,desktop,0
TXN00006258,USER01001,2026-08-01 11:21:32.808985,1258.49,NETBANKING,IN,desktop,0
TXN00013866,USER01414,2026-08-01 11:23:47.808985,342.7,NETBANKING,US,desktop,0
TXN00005803,USER00913,2026-08-01 11:24:13.808985,756.36,CARD,IN,tablet,0
TXN00017684,USER00649,2026-08-01 11:28:30.808985,667.02,UPI,IN,mobile,0
TXN00007684,USER01953,2026-08-01 11:29:21.808985,853.04,NETBANKING,IN,mobile,0
TXN00012080,USER01199,2026-08-01 11:31:32.808985,693.97,CARD,IN,tablet,0
TXN00013565,USER00782,2026-08-01 11:32:29.808985,2666.1784754184764,NETBANKING,IN,desktop,1
TXN00013698,USER01787,2026-08-01 11:32:32.808985,1404.32,CARD,IN,tablet,0
TXN00011119,USER01083,2026-08-01 11:37:55.808985,337.33,UPI,IN,tablet,0
TXN00018351,USER01657,2026-08-01 11:42:29.808985,472.38,UPI,US,desktop,0
TXN00007079,USER00766,2026-08-01 11:44:56.808985,336.13,WALLET,IN,mobile,0
